Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
4589,XAUUSD,Buy,05.07.2024 20:09:00,2388.62,23.32,05.07.2024 20:39:14,2385.98,30m 14s,-6434.84,469359.2,-278.36,-6434.84,469359.2,-26400,17013700,-1.12,209.4,sl 2386.11,IS
4586,XAUUSD,Buy,05.07.2024 18:19:00,2385.46,6.96,05.07.2024 22:03:34,2392.66,3h 44m,4928.06,474287.26,-83.14,4928.06,474287.26,72000,17085700,0.87,210.27,tp 2392.62,IS
4593,XAUUSD,Buy,05.07.2024 23:01:00,2388.6,11.48,05.07.2024 23:36:45,2389.57,35m 45s,976.43,475263.69,-137.13,976.43,475263.69,9700,17095400,0.17,210.44,,IS
4594,XAUUSD,Buy,05.07.2024 23:01:00,2388.6,11.48,05.07.2024 23:36:45,2389.57,35m 45s,976.43,476240.12,-137.13,976.43,476240.12,9700,17105100,0.17,210.61,,IS
4591,XAUUSD,Buy,05.07.2024 21:23:00,2390.07,22.97,08.07.2024 01:01:00,2386.94,2d 3h 38m,-8690.53,467549.59,-1500.92,-8690.53,467549.59,-31300,17073800,-1.51,209.1,sl 2387.61,IS
4598,XAUUSD,Buy,08.07.2024 23:14:05,2358.94,11.35,09.07.2024 02:19:17,2360.96,3h 5m,1552.69,469102.28,-740.01,1552.69,469102.28,20200,17094000,0.27,209.37,,IS
4600,XAUUSD,Buy,09.07.2024 23:00:00,2363.83,11.38,09.07.2024 23:08:42,2364.78,8m 42s,946.57,470048.85,-134.53,946.57,470048.85,9500,17103500,0.17,209.54,,IS
4601,XAUUSD,Buy,09.07.2024 23:00:01,2363.85,11.38,09.07.2024 23:08:43,2364.78,8m 42s,923.81,470972.66,-134.53,923.81,470972.66,9300,17112800,0.16,209.7,,IS
4604,XAUUSD,Buy,09.07.2024 23:23:00,2364.19,11.41,10.07.2024 02:34:02,2365.82,3h 11m,1115.61,472088.27,-744.22,1115.61,472088.27,16300,17129100,0.2,209.9,,IS
4605,XAUUSD,Buy,09.07.2024 23:23:00,2364.19,11.41,10.07.2024 02:34:02,2365.83,3h 11m,1127.02,473215.29,-744.22,1127.02,473215.29,16400,17145500,0.2,210.09,,IS
4608,XAUUSD,Buy,10.07.2024 23:22:05,2371.96,11.46,11.07.2024 04:08:30,2375.14,4h 46m,1672.38,474887.67,-1971.9,1672.38,474887.67,31800,17177300,0.29,210.38,,IS
4611,XAUUSD,Buy,11.07.2024 16:25:00,2409.86,21.27,11.07.2024 16:31:11,2407.06,6m 11s,-6211.74,468675.93,-256.14,-6211.74,468675.93,-28000,17149300,-1.08,209.3,sl 2407.17,IS
4610,XAUUSD,Buy,11.07.2024 16:25:00,2409.87,6.81,11.07.2024 16:40:42,2401.45,15m 42s,-5815.93,462860,-81.91,-5815.93,462860,-84200,17065100,-1.02,208.28,sl 2401.45,IS
4614,XAUUSD,Buy,11.07.2024 17:51:00,2413.99,6.66,11.07.2024 18:20:43,2421.23,29m 43s,4741.34,467601.34,-80.5,4741.34,467601.34,72400,17137500,0.84,209.12,tp 2421.23,IS
4615,XAUUSD,Buy,11.07.2024 17:51:00,2413.85,20.28,11.07.2024 20:02:02,2411.17,2h 11m,-5679.67,461921.67,-244.63,-5679.67,461921.67,-26800,17110700,-1,208.12,sl 2411.21,IS
4618,XAUUSD,Buy,11.07.2024 23:00:00,2414.56,11.23,12.07.2024 02:59:47,2416.07,3h 59m,960.43,462882.1,-735.3,960.43,462882.1,15100,17125800,0.17,208.29,,IS
4619,XAUUSD,Buy,11.07.2024 23:00:00,2414.53,11.23,12.07.2024 02:59:47,2416.09,3h 59m,1016.58,463898.68,-735.3,1016.58,463898.68,15600,17141400,0.18,208.47,,IS
4622,XAUUSD,Buy,12.07.2024 23:00:00,2412.87,11.27,15.07.2024 01:01:31,2414.51,2d 2h 1m,1110.45,465009.13,-737.83,1110.45,465009.13,16400,17157800,0.2,208.67,,IS
4623,XAUUSD,Buy,12.07.2024 23:00:01,2412.88,11.27,15.07.2024 01:01:31,2414.51,2d 2h 1m,1099.18,466108.31,-737.83,1099.18,466108.31,16300,17174100,0.19,208.87,,IS
4626,XAUUSD,Buy,15.07.2024 17:50:00,2424.75,6.67,15.07.2024 17:58:27,2432.02,8m 27s,4768.11,470876.42,-80.98,4768.11,470876.42,72700,17246800,0.84,209.71,tp 2432.01,IS
4629,XAUUSD,Buy,15.07.2024 18:01:00,2432.58,6.7,15.07.2024 20:19:32,2424,2h 18m,-5829.95,465046.47,-81.35,-5829.95,465046.47,-85800,17161000,-1.02,208.69,sl 2424.07,IS
4627,XAUUSD,Buy,15.07.2024 17:50:00,2424.76,21.09,15.07.2024 20:34:01,2422.02,2h 44m,-6034.21,459012.26,-255.55,-6034.21,459012.26,-27400,17133600,-1.07,207.62,sl 2422.07,IS
4632,XAUUSD,Buy,15.07.2024 23:00:00,2421.22,11.18,15.07.2024 23:14:46,2422.2,14m 46s,960.27,459972.53,-135.37,960.27,459972.53,9800,17143400,0.17,207.79,,IS
4633,XAUUSD,Buy,15.07.2024 23:00:00,2421.17,11.18,15.07.2024 23:14:46,2422.2,14m 46s,1016.17,460988.7,-135.37,1016.17,460988.7,10300,17153700,0.18,207.97,,IS
4636,XAUUSD,Buy,15.07.2024 23:26:00,2421.69,11.21,16.07.2024 04:06:22,2423.27,4h 40m,1036.79,462025.49,-734.39,1036.79,462025.49,15800,17169500,0.18,208.16,,IS
4637,XAUUSD,Buy,15.07.2024 23:26:00,2421.69,11.21,16.07.2024 04:06:22,2423.27,4h 40m,1036.79,463062.28,-734.39,1036.79,463062.28,15800,17185300,0.18,208.34,,IS
4641,XAUUSD,Buy,16.07.2024 16:43:00,2446.05,20.3,16.07.2024 16:56:07,2443.31,13m 7s,-5810.34,457251.94,-248.14,-5810.34,457251.94,-27400,17157900,-1.03,207.31,sl 2443.32,IS
4640,XAUUSD,Buy,16.07.2024 16:43:00,2446.09,6.57,16.07.2024 17:58:33,2453.56,1h 15m,4827.31,462079.25,-80.48,4827.31,462079.25,74700,17232600,0.87,208.18,tp 2453.53,IS
4645,XAUUSD,Buy,16.07.2024 18:05:00,2454.52,6.54,16.07.2024 18:23:42,2461.89,18m 42s,4739.6,466818.85,-80.38,4739.6,466818.85,73700,17306300,0.84,209.02,tp 2461.89,IS
4647,XAUUSD,Buy,16.07.2024 20:51:00,2465.5,6.56,17.07.2024 03:40:38,2472.9,6h 49m,4423.11,471241.96,-431.29,4423.11,471241.96,74000,17380300,0.78,209.8,tp 2472.90,IS
4643,XAUUSD,Buy,16.07.2024 17:33:00,2448.45,19.6,17.07.2024 16:59:16,2482.66,23h 26m,65763.34,537005.3,-1288.26,65763.34,537005.3,342100,17722400,11.51,221.31,tp 2482.60,IS
4650,XAUUSD,Buy,17.07.2024 23:00:00,2458.03,12.74,17.07.2024 23:53:01,2459.53,53m 1s,1754.37,538759.67,-156.63,1754.37,538759.67,15000,17737400,0.28,221.59,,IS
4652,XAUUSD,Buy,18.07.2024 23:00:00,2442.99,12.77,18.07.2024 23:18:40,2444.5,18m 40s,1772.24,540531.91,-156.03,1772.24,540531.91,15100,17752500,0.28,221.86,,IS
4655,XAUUSD,Sell,19.07.2024 16:07:00,2398.32,18.95,19.07.2024 16:36:49,2401.66,29m 49s,-6556.7,533975.21,-227.4,-6556.7,533975.21,-33400,17719100,-1.02,220.84,sl 2401.65,IS
4654,XAUUSD,Sell,19.07.2024 16:07:00,2398.27,7.63,19.07.2024 16:43:52,2406.79,36m 52s,-6592.42,527382.79,-91.66,-6592.42,527382.79,-85200,17633900,-1.04,219.8,sl 2406.79,IS
4658,XAUUSD,Buy,19.07.2024 23:00:00,2398.78,12.54,19.07.2024 23:33:46,2398.92,33m 46s,25.15,527407.94,-150.41,25.15,527407.94,1400,17635300,0,219.8,sl 2398.98,IS
4661,XAUUSD,Sell,22.07.2024 17:28:00,2387.88,18.14,22.07.2024 19:34:04,2391.34,2h 6m,-6493.18,520914.76,-216.74,-6493.18,520914.76,-34600,17600700,-1.03,218.77,sl 2391.34,IS
4660,XAUUSD,Sell,22.07.2024 17:28:00,2387.88,7.5,22.07.2024 20:20:58,2396.25,2h 52m,-6367.2,514547.56,-89.7,-6367.2,514547.56,-83700,17517000,-1.03,217.74,sl 2396.25,IS
4664,XAUUSD,Buy,24.07.2024 23:00:00,2398.8,12.29,24.07.2024 23:07:36,2400.48,7m 36s,1917.27,516464.83,-147.45,1917.27,516464.83,16800,17533800,0.31,218.06,,IS
4666,XAUUSD,Buy,24.07.2024 23:08:00,2400.42,12.32,25.07.2024 04:40:44,2376.31,5h 32m,-31824.3,484640.53,-2120.78,-31824.3,484640.53,-241100,17292700,-5.16,212.89,sl 2376.42,IS
4669,XAUUSD,Sell,25.07.2024 17:11:00,2361.78,17.53,25.07.2024 17:22:32,2365.15,11m 32s,-6114.77,478525.76,-207.16,-6114.77,478525.76,-33700,17259000,-1.05,211.85,sl 2365.12,IS
4671,XAUUSD,Sell,25.07.2024 19:13:00,2357.77,17.42,25.07.2024 19:22:16,2361.29,9m 16s,-6337.35,472188.41,-205.51,-6337.35,472188.41,-35200,17223800,-1.1,210.75,sl 2361.27,IS
4668,XAUUSD,Sell,25.07.2024 17:11:00,2361.79,7.07,25.07.2024 20:28:34,2354.37,3h 17m,5162.59,477351,-83.35,5162.59,477351,74200,17298000,0.9,211.65,tp 2354.37,IS
4675,XAUUSD,Sell,25.07.2024 20:29:00,2353.3,17.34,25.07.2024 20:53:45,2356.77,24m 45s,-6221.17,471129.83,-204.19,-6221.17,471129.83,-34700,17263300,-1.08,210.58,sl 2356.74,IS
4674,XAUUSD,Sell,25.07.2024 20:29:00,2353.41,7,25.07.2024 22:27:54,2361.72,1h 58m,-5899.51,465230.32,-82.51,-5899.51,465230.32,-83100,17180200,-1.03,209.54,sl 2361.72,IS
4678,XAUUSD,Buy,25.07.2024 23:03:00,2361.73,11.3,25.07.2024 23:34:01,2363.28,31m 1s,1618.02,466848.34,-133.48,1618.02,466848.34,15500,17195700,0.29,209.83,,IS
4680,XAUUSD,Buy,26.07.2024 23:13:00,2385.9,11.33,26.07.2024 23:31:39,2387,18m 39s,1111.11,467959.45,-135.19,1111.11,467959.45,11000,17206700,0.2,210.03,,IS
4681,XAUUSD,Buy,26.07.2024 23:13:00,2385.9,11.33,26.07.2024 23:31:39,2386.97,18m 39s,1077.12,469036.57,-135.19,1077.12,469036.57,10700,17217400,0.19,210.22,,IS
4684,XAUUSD,Buy,29.07.2024 23:00:00,2383.21,11.38,29.07.2024 23:58:10,2384.7,58m 10s,1559.98,470596.55,-135.64,1559.98,470596.55,14900,17232300,0.27,210.49,,IS
4686,XAUUSD,Buy,30.07.2024 23:35:01,2409.31,11.41,30.07.2024 23:39:39,2410.34,4m 38s,1037.75,471634.3,-137.48,1037.75,471634.3,10300,17242600,0.18,210.67,,IS
4687,XAUUSD,Buy,30.07.2024 23:35:01,2409.31,11.41,30.07.2024 23:39:39,2410.34,4m 38s,1037.75,472672.05,-137.48,1037.75,472672.05,10300,17252900,0.18,210.85,,IS
4691,XAUUSD,Buy,31.07.2024 16:55:00,2426.13,17.57,31.07.2024 17:21:38,2422.82,26m 38s,-6028.66,466643.39,-212.99,-6028.66,466643.39,-33100,17219800,-1.05,209.8,sl 2422.82,IS
4690,XAUUSD,Buy,31.07.2024 16:55:00,2426.08,6.74,31.07.2024 21:49:24,2433.38,4h 54m,4838.32,471481.71,-81.88,4838.32,471481.71,73000,17292800,0.85,210.66,tp 2433.34,IS
4695,XAUUSD,Buy,31.07.2024 23:55:00,2446.5,11.42,31.07.2024 23:56:48,2447.56,1m 48s,1070.79,472552.5,-139.73,1070.79,472552.5,10600,17303400,0.19,210.84,,IS
4696,XAUUSD,Buy,31.07.2024 23:55:00,2446.5,11.42,31.07.2024 23:56:48,2447.56,1m 48s,1070.79,473623.29,-139.73,1070.79,473623.29,10600,17314000,0.19,211.03,,IS
4693,XAUUSD,Buy,31.07.2024 21:41:00,2430.3,17.59,01.08.2024 11:41:26,2433.44,14h 0m,2491.46,476114.75,-3031.8,2491.46,476114.75,31400,17345400,0.43,211.46,sl 2433.52,IS
4701,XAUUSD,Buy,01.08.2024 17:01:00,2459.4,18.17,01.08.2024 17:06:38,2456.21,5m 38s,-6019.52,470095.23,-223.29,-6019.52,470095.23,-31900,17313500,-1.04,210.42,sl 2456.21,IS
4700,XAUUSD,Buy,01.08.2024 17:01:00,2459.38,6.68,01.08.2024 17:08:17,2450.6,7m 17s,-5947.04,464148.19,-82,-5947.04,464148.19,-87800,17225700,-1.04,209.38,sl 2450.74,IS
4704,XAUUSD,Buy,01.08.2024 23:20:00,2442.71,11.28,01.08.2024 23:48:37,2444.3,28m 37s,1655.71,465803.9,-137.81,1655.71,465803.9,15900,17241600,0.29,209.67,,IS
4706,XAUUSD,Buy,05.08.2024 23:00:00,2408.03,11.31,05.08.2024 23:40:00,2409.25,40m 0s,1243.61,467047.51,-136.21,1243.61,467047.51,12200,17253800,0.22,209.89,,IS
4707,XAUUSD,Buy,05.08.2024 23:00:00,2408.03,11.31,05.08.2024 23:40:01,2409.25,40m 1s,1243.61,468291.12,-136.21,1243.61,468291.12,12200,17266000,0.22,210.11,,IS
4711,XAUUSD,Buy,09.08.2024 20:03:00,2437.02,14.53,09.08.2024 20:32:41,2433.11,29m 41s,-5858.13,462432.99,-176.9,-5858.13,462432.99,-39100,17226900,-1.03,209.08,sl 2433.11,IS
4710,XAUUSD,Buy,09.08.2024 20:03:00,2437.02,6.66,09.08.2024 21:08:01,2428.42,1h 5m,-5808.61,456624.38,-81.01,-5808.61,456624.38,-86000,17140900,-1.03,208.04,sl 2428.44,IS
4714,XAUUSD,Buy,12.08.2024 16:20:00,2446.05,6.5,12.08.2024 16:40:13,2453.39,20m 13s,4691.38,461315.76,-79.62,4691.38,461315.76,73400,17214300,0.84,208.89,tp 2453.34,IS
4717,XAUUSD,Buy,12.08.2024 18:15:00,2459,6.52,12.08.2024 20:35:18,2466.63,2h 20m,4894.47,466210.23,-80.29,4894.47,466210.23,76300,17290600,0.87,209.76,tp 2466.46,IS
4719,XAUUSD,Buy,12.08.2024 20:37:00,2466.27,6.55,13.08.2024 01:38:31,2473.65,5h 1m,4403.23,470613.46,-430.67,4403.23,470613.46,73800,17364400,0.78,210.54,tp 2473.65,IS
4715,XAUUSD,Buy,12.08.2024 16:20:00,2446.07,17.11,14.08.2024 17:34:50,2449.33,2d 1h 14m,3541.12,474154.58,-2036.74,3541.12,474154.58,32600,17397000,0.62,211.16,sl 2449.34,IS
4722,XAUUSD,Buy,14.08.2024 23:35:02,2447.51,11.48,15.08.2024 03:31:28,2450.64,3h 56m,1613.57,475768.15,-1979.67,1613.57,475768.15,31300,17428300,0.28,211.44,,IS
4724,XAUUSD,Buy,15.08.2024 23:00:00,2455.39,11.51,15.08.2024 23:10:25,2456.39,10m 25s,1009.67,476777.82,-141.33,1009.67,476777.82,10000,17438300,0.18,211.61,,IS
4725,XAUUSD,Buy,15.08.2024 23:00:00,2455.36,11.51,15.08.2024 23:10:25,2456.39,10m 25s,1044.2,477822.02,-141.33,1044.2,477822.02,10300,17448600,0.18,211.8,,IS
4728,XAUUSD,Buy,15.08.2024 23:11:01,2456.27,11.55,15.08.2024 23:37:50,2457.31,26m 49s,1059.33,478881.35,-141.87,1059.33,478881.35,10400,17459000,0.18,211.98,,IS
4729,XAUUSD,Buy,15.08.2024 23:11:01,2456.27,11.55,15.08.2024 23:37:50,2457.31,26m 49s,1059.33,479940.68,-141.87,1059.33,479940.68,10400,17469400,0.18,212.16,,IS
4732,XAUUSD,Buy,15.08.2024 23:49:02,2456,11.59,16.08.2024 02:43:45,2457.63,2h 54m,1127.89,481068.57,-761.28,1127.89,481068.57,16300,17485700,0.19,212.36,,IS
4733,XAUUSD,Buy,15.08.2024 23:49:02,2456,11.59,16.08.2024 02:43:45,2457.63,2h 54m,1127.89,482196.46,-761.28,1127.89,482196.46,16300,17502000,0.19,212.55,,IS
4736,XAUUSD,Buy,16.08.2024 16:39:00,2492.59,6.67,16.08.2024 16:51:19,2500.23,12m 19s,5012.63,487209.09,-83.25,5012.63,487209.09,76400,17578400,0.86,213.41,tp 2500.09,IS
4737,XAUUSD,Buy,16.08.2024 16:39:00,2492.57,18.71,16.08.2024 17:00:50,2489.38,21m 50s,-6201.52,481007.57,-233.03,-6201.52,481007.57,-31900,17546500,-1.06,212.36,sl 2489.48,IS
4740,XAUUSD,Buy,16.08.2024 21:36:02,2500.52,6.63,16.08.2024 22:57:01,2508.07,1h 20m,4922.63,485930.2,-83.02,4922.63,485930.2,75500,17622000,0.85,213.2,tp 2508.06,IS
4741,XAUUSD,Buy,16.08.2024 21:36:03,2500.59,17.85,19.08.2024 04:09:45,2497.27,2d 6h 33m,-7102.42,478827.78,-1176.22,-7102.42,478827.78,-33200,17588800,-1.21,211.99,sl 2497.27,IS
4745,XAUUSD,Buy,20.08.2024 16:31:00,2531.16,17.73,20.08.2024 16:34:58,2527.36,3m 58s,-6961.62,471866.16,-224.22,-6961.62,471866.16,-38000,17550800,-1.2,210.79,sl 2527.50,IS
4744,XAUUSD,Buy,20.08.2024 16:31:00,2530.76,6.53,20.08.2024 16:36:44,2521.72,5m 44s,-5985.6,465880.56,-82.48,-5985.6,465880.56,-90400,17460400,-1.05,209.74,sl 2521.89,IS
4748,XAUUSD,Buy,20.08.2024 23:39:00,2515.92,11.31,21.08.2024 05:01:01,2518.04,5h 22m,1651.43,467531.99,-746.29,1651.43,467531.99,21200,17481600,0.29,210.03,,IS
4750,XAUUSD,Buy,23.08.2024 23:00:00,2510.79,11.35,23.08.2024 23:39:45,2511.81,39m 45s,935.74,468467.73,-142.51,935.74,468467.73,10200,17491800,0.16,210.2,,IS
4751,XAUUSD,Buy,23.08.2024 23:00:00,2510.86,11.35,23.08.2024 23:40:04,2512.13,40m 4s,1378.37,469846.1,-142.53,1378.37,469846.1,12700,17504500,0.24,210.44,,IS
4754,XAUUSD,Buy,28.08.2024 23:00:00,2507.94,11.39,29.08.2024 03:15:25,2510.56,4h 15m,1016.6,470862.7,-1967.58,1016.6,470862.7,26200,17530700,0.18,210.62,,IS
4755,XAUUSD,Buy,28.08.2024 23:00:00,2507.94,11.39,29.08.2024 03:15:25,2510.53,4h 15m,982.43,471845.13,-1967.58,982.43,471845.13,25900,17556600,0.17,210.79,,IS
4758,XAUUSD,Buy,29.08.2024 23:00:00,2521.59,11.43,30.08.2024 09:28:07,2523.91,10h 28m,1897.23,473742.36,-754.53,1897.23,473742.36,23200,17579800,0.33,211.12,,IS
4759,XAUUSD,Buy,29.08.2024 23:00:01,2521.57,11.43,30.08.2024 09:28:08,2523.58,10h 28m,1542.91,475285.27,-754.52,1542.91,475285.27,20100,17599900,0.27,211.39,,IS
4762,XAUUSD,Buy,30.08.2024 23:08:00,2502.37,11.5,02.09.2024 01:10:09,2504.41,2d 2h 2m,1587.96,476873.23,-758.04,1587.96,476873.23,20400,17620300,0.28,211.67,,IS
4764,XAUUSD,Sell,03.09.2024 16:40:00,2483.72,6.63,03.09.2024 16:49:51,2475.98,9m 51s,5049.41,481922.64,-82.21,5049.41,481922.64,77400,17697700,0.88,212.54,tp 2476.31,IS
4767,XAUUSD,Sell,03.09.2024 17:20:00,2475.18,6.71,03.09.2024 18:34:02,2484.02,1h 14m,-6014.83,475907.81,-83.19,-6014.83,475907.81,-88400,17609300,-1.03,211.51,sl 2483.93,IS
4765,XAUUSD,Sell,03.09.2024 16:40:00,2483.29,20.89,03.09.2024 18:47:54,2486.48,2h 7m,-6923.46,468984.35,-259.55,-6923.46,468984.35,-31900,17577400,-1.2,210.31,sl 2486.48,IS
4770,XAUUSD,Buy,03.09.2024 23:00:00,2492.19,11.37,04.09.2024 01:43:17,2493.86,2h 43m,1149.9,470134.25,-748.89,1149.9,470134.25,16700,17594100,0.2,210.51,,IS
4771,XAUUSD,Buy,03.09.2024 23:00:00,2492.36,11.37,04.09.2024 01:43:17,2493.86,2h 43m,956.6,471090.85,-748.9,956.6,471090.85,15000,17609100,0.17,210.68,,IS
4774,XAUUSD,Buy,05.09.2024 23:00:00,2515.13,11.42,05.09.2024 23:45:10,2516.64,45m 10s,1580.76,472671.61,-143.66,1580.76,472671.61,15100,17624200,0.28,210.95,,IS
4776,XAUUSD,Buy,06.09.2024 23:09:08,2495.54,11.45,06.09.2024 23:49:46,2497.07,40m 38s,1608.94,474280.55,-142.91,1608.94,474280.55,15300,17639500,0.28,211.23,,IS
4778,XAUUSD,Buy,11.09.2024 23:42:01,2513.03,11.48,12.09.2024 07:00:09,2516.1,7h 18m,1540.93,475821.48,-1983.43,1540.93,475821.48,30700,17670200,0.27,211.5,,IS
4781,XAUUSD,Buy,12.09.2024 16:10:00,2538.61,20.54,12.09.2024 16:15:57,2535.97,5m 57s,-5683.14,470138.34,-260.58,-5683.14,470138.34,-26400,17643800,-0.99,210.52,sl 2536.03,IS
4780,XAUUSD,Buy,12.09.2024 16:10:00,2538.83,6.47,12.09.2024 16:42:10,2547.18,32m 10s,5320.18,475458.52,-82.27,5320.18,475458.52,83500,17727300,0.93,211.45,tp 2547.01,IS
4785,XAUUSD,Buy,12.09.2024 17:47:00,2553.99,19.62,12.09.2024 17:52:20,2551,5m 20s,-6116.78,469341.74,-250.4,-6116.78,469341.74,-29900,17697400,-1.06,210.39,sl 2551.05,IS
4784,XAUUSD,Buy,12.09.2024 17:47:00,2553.98,6.43,12.09.2024 19:26:10,2545.01,1h 39m,-5849.68,463492.06,-81.97,-5849.68,463492.06,-89700,17607700,-1.03,209.36,sl 2545.04,IS
4788,XAUUSD,Buy,12.09.2024 21:39:00,2556.13,6.29,13.09.2024 04:01:43,2563.84,6h 22m,4433.18,467925.24,-416.41,4433.18,467925.24,77100,17684800,0.79,210.15,tp 2563.81,IS
4791,XAUUSD,Buy,13.09.2024 16:06:00,2576.83,6.29,13.09.2024 19:07:44,2584.61,3h 1m,4812.46,472737.7,-81.16,4812.46,472737.7,77800,17762600,0.85,210.99,tp 2584.59,IS
4794,XAUUSD,Buy,13.09.2024 23:07:00,2582,11.45,16.09.2024 05:18:07,2583.48,2d 6h 11m,935.31,473673.01,-759.29,935.31,473673.01,14800,17777400,0.16,211.16,,IS
4795,XAUUSD,Buy,13.09.2024 23:07:00,2582,11.45,16.09.2024 05:18:07,2583.48,2d 6h 11m,935.31,474608.32,-759.29,935.31,474608.32,14800,17792200,0.16,211.32,,IS
4793,XAUUSD,Buy,13.09.2024 20:05:00,2585.64,6.32,16.09.2024 13:52:56,2576.53,2d 17h 47m,-6176.57,468431.75,-419.05,-6176.57,468431.75,-91100,17701100,-1.07,210.24,sl 2576.53,IS
4799,XAUUSD,Buy,17.09.2024 23:03:01,2568.72,11.36,17.09.2024 23:38:09,2570.28,35m 8s,1626.21,470057.96,-145.95,1626.21,470057.96,15600,17716700,0.29,210.53,,IS
4801,XAUUSD,Buy,17.09.2024 23:48:06,2569.65,11.39,18.09.2024 02:02:00,2571.66,2h 13m,1534.76,471592.72,-754.63,1534.76,471592.72,20100,17736800,0.27,210.8,,IS
4803,XAUUSD,Buy,18.09.2024 21:11:00,2590.33,6.3,18.09.2024 21:12:44,2580.75,1m 44s,-6116.85,465475.87,-81.45,-6116.85,465475.87,-95800,17641000,-1.07,209.73,sl 2581.07,IS
4789,XAUUSD,Buy,12.09.2024 21:39:01,2556.15,18.62,18.09.2024 21:16:33,2592.44,5d 23h 37m,63355.07,528830.94,-4216.91,63355.07,528830.94,362900,18003900,11.2,220.93,tp 2592.42,IS
4806,XAUUSD,Buy,18.09.2024 23:00:00,2548.99,12.57,18.09.2024 23:00:37,2550.62,37s,1888.66,530719.6,-160.25,1888.66,530719.6,16300,18020200,0.3,221.23,,IS
4808,XAUUSD,Buy,18.09.2024 23:01:00,2551.35,12.61,18.09.2024 23:06:04,2552.76,5m 4s,1617.1,532336.7,-160.91,1617.1,532336.7,14100,18034300,0.26,221.49,,IS
4810,XAUUSD,Buy,18.09.2024 23:07:00,2553.75,12.64,18.09.2024 23:07:50,2555.29,50s,1785.11,534121.81,-161.45,1785.11,534121.81,15400,18049700,0.28,221.77,,IS
4812,XAUUSD,Buy,18.09.2024 23:11:01,2554.06,12.68,18.09.2024 23:16:21,2555.52,5m 20s,1689.31,535811.12,-161.97,1689.31,535811.12,14600,18064300,0.27,222.04,,IS
4814,XAUUSD,Buy,18.09.2024 23:48:02,2557.06,12.71,18.09.2024 23:55:18,2558.62,7m 16s,1820.21,537631.33,-162.55,1820.21,537631.33,15600,18079900,0.29,222.32,,IS
4816,XAUUSD,Buy,19.09.2024 23:19:03,2588.27,12.75,20.09.2024 05:05:56,2589.87,5h 46m,1194.1,538825.43,-845.9,1194.1,538825.43,16000,18095900,0.19,222.51,,IS
4817,XAUUSD,Buy,19.09.2024 23:19:03,2588.27,12.75,20.09.2024 05:05:56,2589.87,5h 46m,1194.1,540019.53,-845.9,1194.1,540019.53,16000,18111900,0.19,222.7,,IS
4821,XAUUSD,Buy,20.09.2024 18:42:00,2620.24,19.07,23.09.2024 04:01:01,2616.62,2d 9h 19m,-8171.35,531848.18,-1268.01,-8171.35,531848.18,-36200,18075700,-1.28,221.42,sl 2616.94,IS
4822,XAUUSD,Buy,20.09.2024 23:00:00,2621.32,12.79,23.09.2024 05:34:19,2623.35,2d 6h 34m,1745.68,533593.86,-850.69,1745.68,533593.86,20300,18096000,0.28,221.7,,IS
4820,XAUUSD,Buy,20.09.2024 18:42:00,2620.29,6.97,23.09.2024 06:11:16,2628.19,2d 11h 29m,5042.64,538636.5,-463.66,5042.64,538636.5,79000,18175000,0.8,222.49,tp 2628.15,IS
4827,XAUUSD,Buy,23.09.2024 16:51:00,2632.05,18.84,23.09.2024 17:03:01,2628.61,12m 1s,-6728.74,531907.76,-247.78,-6728.74,531907.76,-34400,18140600,-1.05,221.44,sl 2628.64,IS
4829,XAUUSD,Buy,23.09.2024 17:30:00,2634.73,18.53,23.09.2024 17:39:32,2631.18,9m 32s,-6822.09,525085.67,-243.94,-6822.09,525085.67,-35500,18105100,-1.08,220.36,sl 2631.29,IS
4826,XAUUSD,Buy,23.09.2024 16:51:00,2632.03,6.93,24.09.2024 08:17:37,2639.92,15h 26m,5006.37,530092.04,-461.4,5006.37,530092.04,78900,18184000,0.8,221.16,tp 2639.92,IS
4832,XAUUSD,Buy,24.09.2024 17:45:00,2640.35,6.81,24.09.2024 19:07:11,2648.48,1h 22m,5446.49,535538.53,-90.04,5446.49,535538.53,81300,18265300,0.86,222.03,tp 2648.45,IS
4835,XAUUSD,Buy,24.09.2024 19:08:00,2649.08,6.85,24.09.2024 21:28:38,2657.02,2h 20m,5348.03,540886.56,-90.87,5348.03,540886.56,79400,18344700,0.84,222.87,tp 2657.01,IS
4837,XAUUSD,Buy,24.09.2024 23:37:02,2659.54,12.81,25.09.2024 04:00:06,2661.23,4h 23m,1310.44,542197,-854.45,1310.44,542197,16900,18361600,0.2,223.07,,IS
4838,XAUUSD,Buy,24.09.2024 23:37:02,2659.57,12.81,25.09.2024 04:00:07,2661.22,4h 23m,1259.2,543456.2,-854.45,1259.2,543456.2,16500,18378100,0.2,223.27,,IS
4833,XAUUSD,Buy,24.09.2024 17:45:00,2640.33,19.12,26.09.2024 14:17:44,2679.91,1d 20h 32m,71338.62,614794.82,-4338.34,71338.62,614794.82,395800,18773900,11.09,234.36,tp 2679.87,IS
